Date,Avocado A,Avocado B,Banana A,Banana B,Carrot A,Carrot B,Cucumber A,Cucumber B,Green Apple A,Green Apple B,Green Cabbage A,Green Cabbage B,Lemon A,Lemon B,Letture A,Letture B,Onion A,Onion B,Pear A,Pear B,Pomegranate A,Pomegranate B,Red Apple A,Red Apple B,Red Cabbage A,Red Cabbage B,Red Pepper A,Red Pepper B,Sweet-Potato A,Sweet-Potato B,Tomatoe A,Tomatoe B,Yellow Pepper A,Yellow Pepper B
19.01.2016,8.5,13.1,4.7,4.92,2.4,3.5599999999999996,3.7,3.56,,7.0,3.0,5.27,4.2,6.13,2.1,,3.0,,7.9,7.9,3.0,4.8,,,4.2,6.8100000000000005,5.5,6.4,2.6,,3.4,4.2,5.0,6.5
20.01.2016,8.0,13.0,4.6,4.819999999999999,2.4,3.5599999999999996,4.0,3.86,6.5,7.4,2.6,4.87,4.3,6.2299999999999995,1.6,,3.1,,7.2,9.3,3.0,4.1,4.5,4.7,3.7,6.3100000000000005,5.0,7.6,2.4,,,4.0,5.0,7.3
21.01.2016,9.0,14.0,4.7,4.92,2.4,3.5599999999999996,4.0,3.86,,6.9,2.7,4.970000000000001,4.5,6.43,2.3,,2.9,,6.9,9.2,2.5,4.6,,4.5,3.6,6.21,4.2,6.9,2.9,,3.7,4.2,4.5,6.8
24.01.2016,9.7,10.8,4.7,4.92,2.5,3.66,4.6,4.46,,7.4,2.9,5.17,4.4,6.33,1.9,,2.9,,8.5,9.0,3.9,4.4,,,3.8,6.41,5.8,7.7,2.5,,4.0,4.9,5.5,6.9
25.01.2016,,11.0,4.8,5.02,2.4,3.5599999999999996,4.5,4.36,4.0,7.0,2.9,5.17,4.3,6.2299999999999995,2.0,,2.8,,6.7,9.6,2.5,4.7,3.2,4.5,3.5,6.109999999999999,5.4,7.6,2.5,,,4.9,4.8,7.4
26.01.2016,,11.4,4.9,5.12,2.4,3.5599999999999996,4.7,4.5600000000000005,,6.4,3.2,5.470000000000001,4.2,6.13,2.1,,2.8,,6.8,9.5,,4.7,4.5,4.5,4.0,6.609999999999999,5.8,7.2,2.8,,4.2,5.4,5.9,6.8
01.02.2016,,12.0,5.6,5.819999999999999,2.4,3.5599999999999996,4.8,4.66,,7.4,2.4,4.67,4.1,6.029999999999999,2.2,,2.8,,,10.0,2.5,4.5,,,3.0,5.609999999999999,5.2,7.2,2.6,,,3.6,5.1,6.9
02.02.2016,,,5.3,5.52,2.2,3.3600000000000003,5.6,5.46,4.0,6.0,2.3,4.57,4.4,6.33,2.0,,2.8,,8.0,9.2,,4.2,3.2,4.5,3.5,6.109999999999999,5.0,6.7,2.6,,3.5,3.8,4.9,6.2
03.02.2016,,,5.5,5.72,2.3,3.46,5.6,5.46,,7.3,1.8,4.07,4.5,6.43,1.7,,2.9,,,8.9,4.0,4.4,,4.7,3.3,5.91,5.4,7.2,2.6,,3.3,3.9,4.8,7.1
04.02.2016,,,5.3,5.52,2.9,4.06,5.4,5.260000000000001,4.0,6.3,1.7,3.9699999999999998,4.3,6.2299999999999995,2.1,,3.2,,4.7,9.6,3.0,4.6,3.2,4.5,3.1,5.71,4.9,7.5,2.5,,,4.6,3.5,7.3
07.02.2016,,,5.4,5.62,2.4,3.5599999999999996,4.7,4.5600000000000005,,6.3,1.7,3.9699999999999998,4.9,6.83,2.3,,3.6,,6.9,9.1,3.5,4.2,,5.0,3.2,5.8100000000000005,8.0,8.0,2.6,,,5.1,4.9,8.1
08.02.2016,,,5.3,5.52,2.3,3.46,4.3,4.16,4.0,6.0,2.2,4.470000000000001,5.1,7.029999999999999,2.0,,4.5,,5.4,9.6,2.5,4.8,3.2,4.5,3.2,5.8100000000000005,4.4,8.1,2.6,,3.5,4.8,4.2,8.1
09.02.2016,,,5.1,5.319999999999999,2.3,3.46,4.0,3.86,,6.6,1.9,4.17,4.9,6.83,2.0,,4.5,,5.8,9.4,3.0,4.4,,5.0,3.0,5.609999999999999,6.0,7.7,2.6,,3.9,4.4,6.5,7.0
10.02.2016,,14.0,5.3,5.52,2.3,3.46,3.6,3.46,3.7,6.2,2.6,4.87,4.9,6.83,1.8,,4.4,,5.4,8.5,3.0,4.8,3.2,4.5,3.4,6.01,7.0,7.9,2.6,,3.8,4.1,5.8,8.0
14.02.2016,,14.0,5.2,5.42,2.4,3.5599999999999996,4.2,4.0600000000000005,4.0,5.7,2.0,4.27,4.7,6.63,1.4,,4.5,,8.0,8.2,3.7,5.1,3.2,4.5,3.4,6.01,6.6,8.9,2.8,,3.9,4.1,5.0,9.3
16.02.2016,,,4.9,5.12,2.3,3.46,4.1,3.9599999999999995,4.0,6.7,1.9,4.17,4.9,6.83,2.1,,,,4.7,9.0,,5.2,3.2,4.5,3.1,5.71,5.9,9.1,2.6,,2.5,3.6,5.5,9.2
18.02.2016,,16.7,4.8,5.02,2.3,3.46,4.1,3.9599999999999995,4.0,6.8,2.1,4.37,4.5,6.43,1.0,,3.7,,4.7,9.6,3.0,5.3,3.2,4.5,2.5,5.109999999999999,5.6,8.5,2.7,,2.0,2.1,,8.8
22.02.2016,,,4.6,4.819999999999999,2.2,3.3600000000000003,3.3,3.1599999999999997,4.0,6.0,2.5,4.77,4.5,6.43,2.0,,,,4.7,9.5,3.0,5.0,3.2,4.5,2.9,5.51,7.2,8.8,2.5,,,2.8,6.6,8.9
24.02.2016,,,4.6,4.819999999999999,2.2,3.3600000000000003,2.9,2.76,4.0,6.0,2.6,4.87,4.6,6.529999999999999,2.0,,,,4.7,9.2,2.8,4.5,3.2,4.5,2.7,5.3100000000000005,5.2,8.7,2.6,,,3.0,5.0,8.8
01.03.2016,,,5.1,5.319999999999999,2.1,3.26,5.6,5.46,4.0,6.0,1.6,3.87,4.4,6.33,2.0,,4.0,,4.7,9.6,3.0,4.8,3.2,4.8,2.5,5.109999999999999,4.9,7.1,2.8,,1.8,2.0,5.7,7.6
02.03.2016,,,5.0,5.22,2.0,3.16,4.5,4.36,3.7,5.9,1.4,3.67,4.3,6.2299999999999995,1.6,,4.8,,5.1,9.2,3.0,4.5,3.5,5.1,2.2,4.8100000000000005,5.7,7.1,2.5,,,1.7,4.6,7.0
03.03.2016,,14.0,5.1,5.319999999999999,2.0,3.16,3.9,3.76,4.0,5.5,1.4,3.67,4.0,5.93,1.4,,,,4.7,9.6,,4.7,3.2,4.5,2.3,4.91,4.4,7.1,2.5,,2.0,2.1,4.7,7.4
07.03.2016,,,5.7,5.92,2.2,3.3600000000000003,3.1,2.96,4.0,5.9,1.7,3.9699999999999998,4.5,6.43,1.7,,4.5,,4.7,8.5,3.0,5.3,3.2,4.8,2.3,4.91,6.5,7.6,2.8,,,2.6,4.7,7.5
09.03.2016,,,5.9,6.12,2.2,3.3600000000000003,3.4,3.26,4.0,6.4,1.4,3.67,4.3,6.2299999999999995,1.4,,4.0,,4.7,9.8,3.0,5.0,3.2,5.0,2.1,4.71,5.8,8.0,3.0,,,2.3,5.1,8.1
10.03.2016,,,6.0,6.22,1.9,3.0599999999999996,4.1,3.9599999999999995,,7.5,1.4,3.67,4.6,6.529999999999999,2.0,,,,,10.0,3.0,5.1,,5.0,2.1,4.71,6.4,7.8,2.5,,2.1,2.5,4.9,7.8
13.03.2016,,,6.0,6.22,2.0,3.16,3.8,3.6599999999999997,4.0,6.0,1.4,3.67,4.5,6.43,1.6,,4.0,,4.7,10.0,3.0,4.7,3.2,4.5,2.2,4.8100000000000005,6.0,7.9,2.7,,,2.8,4.7,8.3
16.03.2016,,,5.7,5.92,2.1,3.26,3.4,3.26,,6.4,1.2,3.4699999999999998,4.3,6.2299999999999995,1.5,,4.3,,,7.4,3.0,5.5,,4.8,1.6,4.21,6.0,7.4,2.5,,2.8,3.3,6.5,7.9
17.03.2016,,,5.9,6.12,2.1,3.26,3.8,3.6599999999999997,,6.3,1.2,3.4699999999999998,4.2,6.13,1.4,,4.5,,4.7,9.0,3.5,5.0,,5.0,1.6,4.21,5.5,7.6,2.7,,,3.6,4.2,8.2
21.03.2016,,,6.4,6.62,2.2,3.3600000000000003,3.5,3.36,4.0,6.5,1.3,3.5700000000000003,4.6,5.4,1.9,,4.5,,5.5,10.0,4.0,5.0,3.0,4.6,1.7,4.31,5.9,7.5,2.2,,2.2,3.4,5.0,8.5
23.03.2016,,,6.2,6.42,2.0,3.16,4.0,3.86,4.0,6.8,1.3,3.5700000000000003,3.9,5.1,1.4,,4.5,,5.6,9.5,3.5,5.6,3.0,4.6,1.6,4.21,5.3,8.2,,,,4.0,5.0,8.3
24.03.2016,,,6.2,6.42,2.1,3.26,4.1,3.9599999999999995,,7.2,1.1,3.37,4.0,5.4,1.1,,,,6.0,10.0,,5.5,,5.8,1.3,3.91,6.0,7.9,,2.7,2.2,3.9,,8.1
03.04.2016,,,6.3,6.52,1.8,2.96,2.8,2.6599999999999997,,7.4,1.0,3.27,4.7,5.0,1.5,,4.3,,,10.0,,5.0,,5.0,1.5,4.109999999999999,4.4,7.4,2.2,2.8,,5.0,4.0,7.3
04.04.2016,,,6.3,6.52,2.2,3.3600000000000003,2.8,2.6599999999999997,,7.0,1.0,3.27,,5.0,1.5,,,,5.5,9.8,,7.0,,5.0,1.4,4.01,4.5,7.6,,3.2,3.6,5.3,3.9,7.9
05.04.2016,,,6.4,6.62,2.0,3.16,2.7,2.56,,5.8,0.9,3.17,3.8,4.7,2.0,,4.0,,,10.0,,5.0,,4.5,1.4,4.01,4.8,6.7,,2.8,3.0,5.2,4.4,7.3
06.04.2016,,,6.2,6.42,2.1,3.26,2.6,2.46,4.0,7.0,1.0,3.27,4.5,4.8,1.6,,,,5.5,10.1,,,3.0,5.0,1.4,4.01,3.9,6.5,2.2,3.1,2.7,5.1,3.8,7.0
07.04.2016,,,6.2,6.42,2.1,3.26,2.3,2.1599999999999997,,7.3,0.8,3.0700000000000003,4.0,5.1,1.5,,,,,10.0,,4.5,,5.0,1.4,4.01,3.7,7.2,,2.8,4.0,4.9,3.4,6.5
10.04.2016,,,6.4,6.62,2.1,3.26,1.8,1.6600000000000001,4.0,6.2,1.1,3.37,4.2,4.9,1.5,,3.5,,5.5,10.0,,,3.0,4.8,1.2,3.8099999999999996,4.2,6.7,2.5,3.1,,5.1,4.1,6.7
12.04.2016,,,6.1,6.319999999999999,1.8,2.96,1.6,1.46,4.0,5.5,0.9,3.17,3.3,4.6,1.6,,,,5.5,10.1,,,3.0,4.8,1.3,3.91,4.3,7.1,,2.8,3.8,5.0,4.4,7.0
14.04.2016,,,6.2,6.42,2.1,3.26,2.7,2.56,4.0,6.9,1.2,3.4699999999999998,4.5,4.9,1.6,,3.3,,5.5,10.0,,,3.0,4.8,1.6,4.21,3.9,6.5,2.4,3.1,4.0,5.6,4.0,6.8
19.04.2016,,,6.4,6.62,2.1,3.26,4.7,4.5600000000000005,,6.7,1.1,3.37,4.0,5.0,1.7,,,,6.5,10.3,,,,7.0,1.4,4.01,4.0,7.8,,3.1,3.0,5.0,4.0,7.4
20.04.2016,,,6.5,6.72,2.0,3.16,5.4,5.260000000000001,4.0,6.8,1.0,3.27,4.1,5.1,1.9,,,,5.5,9.4,,,3.0,4.8,1.3,3.91,4.8,7.1,2.6,3.1,2.7,4.7,4.6,6.9
21.04.2016,,,6.5,6.72,2.0,3.16,4.6,4.46,,7.4,0.9,3.17,4.1,4.8,1.7,,,,,10.9,,,,5.0,1.2,3.8099999999999996,5.5,6.4,2.7,3.2,3.0,4.0,5.0,6.9
24.04.2016,,,6.3,6.52,2.0,3.16,2.3,2.1599999999999997,4.0,7.1,1.0,3.27,4.7,4.7,1.7,,,,5.5,10.8,,,3.0,4.5,1.3,3.91,3.4,7.7,2.4,3.1,,4.0,4.0,6.7
25.04.2016,,,6.1,6.319999999999999,1.8,2.96,1.6,1.46,4.0,7.0,1.0,3.27,4.2,4.8,1.6,,,,,10.1,,,3.0,5.0,1.3,3.91,5.0,7.1,2.5,2.9,3.0,4.7,3.9,6.2
26.04.2016,,,6.2,6.42,1.8,2.96,1.4,1.2599999999999998,4.0,7.0,1.0,3.27,3.9,4.6,1.6,,,,5.5,10.4,,,3.0,4.5,1.3,3.91,4.2,7.0,2.4,2.6,,4.5,3.7,7.1
03.05.2016,,,6.2,6.42,2.0,3.16,2.9,2.76,,7.3,1.8,4.07,3.8,5.0,2.0,,,,6.2,9.8,,,,5.0,1.9,4.51,6.9,10.1,2.7,3.1,2.6,3.6,5.0,7.6
04.05.2016,,,6.4,6.62,2.0,3.16,5.0,4.86,,7.4,1.6,3.87,3.8,5.1,2.0,,,,,9.7,,,,5.0,1.8,4.41,5.5,9.9,2.9,3.1,2.0,3.5,5.0,8.2
05.05.2016,,,6.2,6.42,2.0,3.16,4.5,4.36,,7.2,1.4,3.67,3.7,5.1,2.0,,,,,9.8,,,,5.0,1.7,4.31,5.4,9.5,2.8,2.9,2.0,3.4,6.3,8.4
08.05.2016,,,6.3,6.52,2.0,3.16,4.5,4.36,4.0,7.2,1.4,3.67,4.5,5.3,2.0,,,,5.3,10.2,,,3.6,4.8,1.6,4.21,6.7,10.0,3.1,3.2,3.2,3.5,5.5,8.1
09.05.2016,,,6.4,6.62,2.0,3.16,4.5,4.36,4.0,7.0,1.3,3.5700000000000003,4.7,5.3,2.0,,,,,10.0,,,,5.0,1.7,4.31,5.7,10.0,2.5,3.4,3.2,3.5,7.0,8.0
10.05.2016,,,6.1,6.319999999999999,1.7,2.86,4.5,4.36,4.0,7.0,1.1,3.37,4.6,5.4,2.0,,,,5.5,10.1,,,3.2,5.0,1.4,4.01,7.5,9.5,,2.7,2.3,3.2,4.3,7.7
15.05.2016,,,6.4,6.62,2.0,3.16,4.0,3.86,4.0,7.3,1.3,3.5700000000000003,4.5,5.5,,,,,,10.3,,,3.3,4.8,1.6,4.21,8.3,11.2,,3.1,2.0,3.6,6.5,10.4
16.05.2016,,,6.4,6.62,2.0,3.16,3.1,2.96,4.0,7.3,1.2,3.4699999999999998,4.7,5.4,1.8,,,,,10.0,,,3.0,5.0,1.5,4.109999999999999,7.6,10.9,3.0,3.1,3.2,3.6,5.6,10.5
17.05.2016,,,6.2,6.42,1.8,2.96,2.5,2.36,4.0,6.6,1.1,3.37,5.3,5.8,1.7,,,,5.6,9.5,,,3.0,4.0,1.4,4.01,7.5,10.4,,2.9,2.8,3.9,6.0,9.6
23.05.2016,,,6.7,6.92,1.9,3.0599999999999996,4.0,3.86,4.0,7.3,1.3,3.5700000000000003,4.1,5.5,2.5,,,,5.5,10.0,,,,5.0,1.8,4.41,5.5,8.9,,3.1,,4.2,4.4,9.4
24.05.2016,,,6.8,7.02,2.1,3.26,4.9,4.760000000000001,,7.4,1.2,3.4699999999999998,4.4,5.5,2.5,,,,,10.0,,,,4.0,2.1,4.71,5.0,8.7,2.5,3.1,2.2,3.3,6.6,8.6
25.05.2016,,,6.6,6.819999999999999,2.1,3.26,5.0,4.86,4.0,6.8,1.3,3.5700000000000003,3.5,5.6,2.3,,,,5.5,10.0,,,,,2.1,4.71,5.2,8.6,,3.1,2.0,3.3,6.0,8.8
26.05.2016,,,6.6,6.819999999999999,2.0,3.16,4.6,4.46,,7.5,1.2,3.4699999999999998,4.4,5.5,2.5,,,,,9.8,,,,5.0,1.9,4.51,5.3,8.5,2.7,2.8,2.0,2.7,5.3,8.1
01.06.2016,,,6.5,6.72,2.1,3.26,2.1,1.96,,7.3,1.1,3.37,5.2,5.6,2.1,,,,,9.2,,,,5.0,1.9,4.51,2.9,6.2,2.8,3.0,1.8,2.8,3.5,6.1
02.06.2016,,,6.6,6.819999999999999,2.2,3.3600000000000003,3.6,3.46,4.2,6.3,1.2,3.4699999999999998,5.3,5.4,2.5,,,,5.5,9.7,,,,,1.7,4.31,3.1,5.8,2.5,3.2,,3.0,3.1,5.4
06.06.2016,,,8.1,8.32,2.2,3.3600000000000003,3.2,3.06,4.2,6.9,1.2,3.4699999999999998,2.0,5.8,2.2,,,,5.3,9.2,,,,,2.3,4.91,3.7,6.4,2.4,3.4,,3.8,3.8,7.5
08.06.2016,,,9.6,9.82,1.9,3.0599999999999996,3.7,3.56,4.7,6.6,1.3,3.5700000000000003,2.9,6.2,2.5,,,,5.5,9.2,,,,5.0,2.2,4.8100000000000005,3.0,5.6,2.7,3.0,,3.9,3.0,5.9
13.06.2016,,,9.5,9.72,2.3,3.46,4.1,3.9599999999999995,,7.3,1.6,3.87,3.8,5.7,1.5,,,,5.5,9.8,,,,5.0,2.3,4.91,4.2,6.3,2.4,2.9,,3.9,3.3,7.1
14.06.2016,,,9.5,9.72,2.1,3.26,3.9,3.76,4.4,6.6,1.7,3.9699999999999998,5.2,5.8,2.0,,,,5.5,9.3,,,,5.0,2.4,5.01,4.3,6.0,2.5,2.7,,3.7,3.5,6.2
16.06.2016,,,10.0,10.22,2.2,3.3600000000000003,3.5,3.36,4.2,6.0,1.3,3.5700000000000003,4.0,8.0,2.1,,,,5.0,9.6,,,,,2.2,4.8100000000000005,3.0,5.6,2.5,3.0,,3.4,3.3,5.8
19.06.2016,,,10.4,10.620000000000001,2.2,3.3600000000000003,3.1,2.96,,7.3,1.3,3.5700000000000003,6.0,9.5,2.1,,,,6.5,9.7,,,,5.0,2.3,4.91,2.8,5.3,2.4,2.6,,4.0,3.0,6.9
20.06.2016,,,10.4,10.620000000000001,2.0,3.16,3.0,2.86,4.2,7.3,1.4,3.67,5.0,9.5,2.0,,,,5.0,9.2,,,,5.0,2.4,5.01,3.6,5.2,2.5,2.9,,3.6,3.0,6.2
22.06.2016,,,10.0,10.22,2.2,3.3600000000000003,3.0,2.86,4.2,6.9,1.2,3.4699999999999998,5.5,9.9,2.3,,,,5.0,9.2,,,,5.0,2.2,4.8100000000000005,3.0,4.7,2.4,2.9,,4.1,3.0,6.1
26.06.2016,,,11.0,11.22,2.0,3.16,2.8,2.6599999999999997,4.2,6.8,1.6,3.87,5.5,9.7,2.0,,,,5.0,9.3,,,,,2.4,5.01,3.5,6.2,2.5,2.8,,4.9,3.9,7.2
04.07.2016,,,10.0,10.22,2.2,3.3600000000000003,3.3,3.1599999999999997,3.9,7.1,2.0,4.27,5.0,9.7,2.5,,,,5.0,9.0,,,,5.5,2.2,4.8100000000000005,4.0,6.4,2.7,2.9,,5.2,4.0,6.9
05.07.2016,,,10.7,10.92,2.1,3.26,3.5,3.36,,7.2,2.1,4.37,6.0,9.8,2.0,,,,,9.1,,,,4.0,2.3,4.91,3.3,6.1,2.5,3.1,3.0,5.0,3.9,7.1
06.07.2016,,,9.7,9.92,2.1,3.26,3.6,3.46,4.2,7.0,1.9,4.17,9.8,9.8,2.4,,,,5.0,9.3,,,,5.5,2.4,5.01,,5.4,2.4,3.0,3.4,5.0,,7.0
10.07.2016,,,10.0,10.22,2.2,3.3600000000000003,3.9,3.76,4.2,7.8,2.4,4.67,5.0,9.4,2.5,,,,5.0,9.2,,,,,2.5,5.109999999999999,5.0,6.9,2.9,3.1,3.6,6.1,4.0,7.6
14.07.2016,,,9.5,9.72,2.2,3.3600000000000003,4.2,4.0600000000000005,4.7,7.4,2.5,4.77,5.5,9.8,2.5,,1.7,,4.0,9.0,,,,,2.7,5.3100000000000005,3.9,5.6,,3.1,,6.2,4.0,7.1
18.07.2016,,,8.7,8.92,2.2,3.3600000000000003,3.1,2.96,4.2,6.9,2.7,4.970000000000001,6.0,9.9,2.4,,1.8,,4.5,9.2,,,,,2.9,5.51,2.8,5.6,,3.2,4.0,6.3,,5.5
19.07.2016,,,8.8,9.020000000000001,2.2,3.3600000000000003,3.1,2.96,,7.5,2.6,4.87,5.4,9.5,2.5,,1.7,,,7.6,,,,,2.9,5.51,4.7,5.7,2.7,3.3,4.6,6.5,3.0,6.1
20.07.2016,,,8.5,8.72,2.3,3.46,3.5,3.36,4.2,7.6,3.1,5.37,7.4,10.0,2.1,,1.8,,4.5,8.5,,,,,3.0,5.609999999999999,3.5,5.4,2.8,3.1,4.3,6.4,4.0,6.8
21.07.2016,,,8.1,8.32,2.3,3.46,4.6,4.46,,7.4,3.1,5.37,6.0,9.2,2.5,,1.7,,,7.6,,,,,2.9,5.51,4.5,4.8,2.7,3.3,4.2,6.8,3.5,6.8
24.07.2016,,,7.6,7.819999999999999,2.1,3.26,3.4,3.26,4.2,7.6,2.5,4.77,3.5,10.3,2.5,,1.6,,4.5,7.7,,,,,3.0,5.609999999999999,3.1,4.6,2.7,3.5,4.9,7.0,4.8,6.0
25.07.2016,,,7.6,7.819999999999999,2.4,3.5599999999999996,3.1,2.96,,7.7,2.7,4.970000000000001,6.1,10.0,2.1,,1.7,,5.0,8.6,,8.0,,,2.9,5.51,4.2,4.4,2.7,3.4,4.0,6.0,,6.8
26.07.2016,,,7.1,7.319999999999999,2.2,3.3600000000000003,3.4,3.26,4.2,6.9,2.8,5.07,6.3,10.0,2.1,,1.7,,4.5,8.5,,,,,3.2,5.8100000000000005,2.4,3.8,,3.1,4.5,5.9,3.3,5.4
01.08.2016,,,6.6,6.819999999999999,2.5,3.66,3.0,2.86,4.2,7.6,3.3,5.57,5.2,9.4,2.0,,1.6,,4.5,8.2,,7.1,,,3.6,6.21,2.2,3.9,,3.1,,6.1,5.0,5.2
02.08.2016,,,6.3,6.52,2.0,3.16,3.1,2.96,5.5,7.0,3.2,5.470000000000001,6.6,9.0,2.5,,1.5,,5.0,8.8,,7.0,,,3.2,5.8100000000000005,2.5,4.1,2.9,3.3,4.7,5.7,3.4,5.1
03.08.2016,,,6.6,6.819999999999999,2.1,3.26,4.0,3.86,4.6,6.5,3.7,5.970000000000001,5.5,9.1,2.5,,1.5,,4.5,9.0,5.0,5.7,,,3.8,6.41,2.7,4.4,2.7,3.2,4.1,5.8,3.7,6.2
04.08.2016,,13.0,6.0,6.22,2.2,3.3600000000000003,5.4,5.260000000000001,5.9,6.9,3.6,5.87,5.4,9.1,2.5,,1.5,,,8.9,,5.9,,,3.3,5.91,2.5,4.5,2.8,3.3,4.0,5.8,2.8,6.1
07.08.2016,,,6.1,6.319999999999999,2.7,3.8600000000000003,4.1,3.9599999999999995,5.0,6.8,4.0,6.27,4.3,9.0,2.5,,1.5,,,9.2,,5.8,,5.0,3.9,6.51,3.1,5.4,,3.1,5.0,5.8,3.5,5.5
08.08.2016,,,6.4,6.62,2.6,3.76,3.6,3.46,6.0,7.1,3.8,6.07,4.6,8.0,2.5,,1.5,,5.0,7.1,3.3,5.6,4.5,,3.9,6.51,3.0,5.5,2.4,3.3,,5.7,,5.6
09.08.2016,,,5.8,6.02,2.6,3.76,3.6,3.46,4.2,6.7,3.4,5.67,4.5,8.5,2.5,,1.5,,4.5,8.9,2.0,5.1,,,3.8,6.41,2.5,4.5,2.7,3.2,4.0,5.6,2.8,4.8
10.08.2016,,,5.7,5.92,2.6,3.76,4.0,3.86,,7.1,3.0,5.27,5.4,8.4,2.6,,1.5,,5.0,8.2,2.6,5.6,,5.5,3.8,6.41,2.9,4.6,2.6,3.3,4.2,5.8,3.0,5.5
11.08.2016,,,5.5,5.72,2.8,3.96,4.4,4.260000000000001,4.2,6.7,3.4,5.67,5.3,7.9,2.5,,1.5,,4.5,7.4,2.3,5.3,4.0,4.0,3.6,6.21,2.6,4.3,2.8,3.3,3.7,5.9,3.0,5.1
14.08.2016,,,5.7,5.92,2.6,3.76,3.6,3.46,,7.0,3.6,5.87,4.5,8.4,2.6,,1.6,,,7.1,4.0,6.2,4.5,5.5,3.7,6.3100000000000005,3.1,5.0,2.7,3.5,,6.6,3.5,5.3
15.08.2016,,,5.3,5.52,2.5,3.66,3.7,3.56,4.2,6.8,3.8,6.07,5.2,7.8,2.6,,1.5,,4.5,7.9,3.3,5.2,,4.8,4.5,7.109999999999999,2.0,4.3,2.6,3.4,,5.9,,5.0
16.08.2016,,,5.4,5.62,2.6,3.76,3.7,3.56,,6.5,3.8,6.07,4.6,8.0,2.5,,1.5,,,7.7,2.7,5.3,4.5,5.5,4.2,6.8100000000000005,3.0,4.8,3.0,3.5,5.0,6.5,3.4,4.8
