Banana A,Banana B,Carrot A,Carrot B,Cucumber A,Cucumber B,Green Apple A,Green Apple B,Green Cabbage A,Green Cabbage B,Lemon A,Lemon B,Letture A,Pear A,Pear B,Red Apple A,Red Apple B,Red Cabbage A,Red Cabbage B,Red Pepper A,Red Pepper B,Sweet-Potato A,Sweet-Potato B,Tomatoe A,Tomatoe B,Yellow Pepper A,Yellow Pepper B,month,year,rain_days_num,rain_max_code,max_val,rain_ttl
2.715,4.545,2.32875,2.975,2.9200000000000004,2.78,5.27,8.0,2.29375,4.56375,6.09375,10.236250000000002,2.70625,6.0,11.0,3.98,6.0,2.52375,5.13375,3.66625,5.9875,3.70875,5.13125,2.46,4.17,3.7800000000000002,6.345000000000001,6.0,2020.0,0.0,0.0,0.0,0.0
5.5,8.425,2.5016666666666665,3.766666666666667,2.888333333333333,2.3299999999999996,5.9366666666666665,8.666666666666666,1.6283333333333336,3.8983333333333334,6.1000000000000005,8.520000000000001,3.0,6.175,11.0,3.9799999999999995,6.0,1.8916666666666668,4.501666666666667,4.528333333333333,6.771666666666667,3.7366666666666664,5.253333333333334,2.8216666666666668,4.493333333333333,4.123333333333333,7.413333333333334,7.0,2020.0,0.0,0.0,0.0,0.0
5.125,7.151999999999999,2.351,3.7409999999999997,4.220000000000001,4.08,6.269999999999999,9.0,1.59,3.8600000000000003,5.715,8.129,3.251,5.922999999999999,9.986,3.98,6.0,1.7730000000000004,4.383000000000001,4.694999999999999,6.587000000000001,3.592999999999999,5.299999999999999,2.469,3.778,4.718999999999999,6.765000000000001,8.0,2020.0,0.05263157894736842,0.0,0.005263157894736842,0.005263157894736842
4.141176470588236,6.366470588235294,2.451764705882353,3.82,7.00764705882353,6.86764705882353,6.282352941176469,9.012352941176472,2.327058823529412,4.597058823529411,4.79764705882353,7.75235294117647,4.095,6.013529411764705,9.992941176470588,3.979999999999999,6.0,2.7005882352941177,5.310588235294118,6.592941176470588,9.23,3.7356250000000006,5.2956249999999985,3.547647058823529,5.395882352941178,6.578823529411764,9.025294117647057,9.0,2020.0,0.047619047619047616,0.0,0.02857142857142857,0.02857142857142857
3.2135294117647057,4.692777777777778,2.4272222222222224,3.454444444444445,4.950555555555555,4.810555555555554,6.269999999999998,9.0,3.645,5.914999999999999,3.935555555555555,6.1422222222222205,4.618333333333333,6.002777777777777,10.016111111111112,3.979999999999999,6.0,3.8405555555555555,6.450555555555556,5.3966666666666665,8.46722222222222,3.7400000000000007,5.299999999999999,4.718333333333333,6.453888888888889,5.767222222222222,9.066666666666666,10.0,2020.0,0.047619047619047616,0.0,0.06666666666666667,0.06666666666666667
2.3873684210526314,3.3950000000000005,2.4869999999999997,3.508,4.370500000000001,4.230500000000001,6.269999999999998,9.0,3.5275,5.797499999999999,3.0349999999999997,5.943,3.5754999999999995,6.0,10.0,3.9799999999999995,6.0,5.3854999999999995,7.995499999999998,4.5975,6.612,3.9370588235294113,5.497058823529412,4.2445,6.083,4.7115,6.781000000000001,11.0,2020.0,8.714285714285714,0.8095238095238095,37.142857142857146,102.54761904761902
2.538888888888889,3.6472222222222226,2.5,3.0638888888888887,3.3533333333333335,3.2133333333333334,6.269999999999998,9.0,3.623333333333333,5.893333333333333,3.076666666666666,5.567777777777779,2.986111111111111,6.0,10.0,3.979999999999999,6.0,5.218888888888889,7.82888888888889,3.6455555555555557,5.636666666666667,3.939999999999999,5.5,3.4050000000000002,5.734444444444445,3.6805555555555554,5.650555555555555,12.0,2020.0,6.238095238095238,1.1904761904761905,36.27619047619048,75.14761904761903
2.7066666666666666,3.665000000000001,2.5,3.0,3.144444444444444,3.0044444444444443,6.269999999999998,9.0,2.588333333333333,4.858333333333332,2.9961111111111114,5.288888888888888,2.2199999999999998,6.0,10.0,3.979999999999999,6.0,3.6338888888888885,6.243888888888889,2.983888888888889,4.512777777777778,3.9399999999999995,5.5,2.986666666666667,4.112222222222222,3.325555555555556,5.717222222222222,1.0,2021.0,8.476190476190476,0.7142857142857143,30.157142857142862,98.33809523809524
2.79,3.7005263157894737,2.316842105263158,3.299473684210527,3.836315789473685,3.6963157894736853,6.104736842105261,8.834736842105263,2.2473684210526317,4.517368421052631,3.0021052631578953,4.960000000000001,2.072222222222222,6.0,10.0,3.9799999999999995,6.0,3.1147368421052626,5.724736842105265,3.3199999999999994,5.821052631578947,3.6883333333333335,5.396111111111111,2.3289473684210527,3.7331578947368427,4.68,7.12,2.0,2021.0,6.0476190476190474,1.1428571428571428,36.523809523809526,84.2904761904762
3.3229411764705885,4.63,2.281764705882353,3.598823529411764,4.9529411764705875,4.812941176470588,5.769999999999998,8.5,1.5799999999999998,3.85,2.9564705882352946,4.898823529411764,2.2941176470588234,6.0,10.0,3.979999999999999,6.0,2.0258823529411765,4.635882352941177,3.237058823529412,5.684705882352941,3.0156249999999996,5.0,1.8158823529411763,3.33,3.307058823529412,5.904705882352941,3.0,2021.0,6.761904761904762,1.1428571428571428,8.766666666666666,24.919047619047618
3.13625,4.601875000000001,2.21,3.5256250000000002,5.816874999999999,5.676874999999999,5.769999999999998,8.5,1.7093750000000005,3.9793749999999997,3.00375,4.761875000000002,2.5,6.0,10.0,3.9799999999999986,6.0,2.28125,4.89125,3.7843750000000003,6.37625,2.7356250000000006,4.9925,2.5725,4.01375,3.9287500000000004,6.651875,4.0,2021.0,1.5238095238095237,0.3333333333333333,4.885714285714286,7.6571428571428575
2.231333333333333,3.443333333333334,2.482666666666667,3.775333333333333,2.978666666666667,2.8386666666666667,5.769999999999998,8.5,1.7600000000000002,4.03,2.9059999999999997,4.101333333333334,2.5,6.069999999999999,10.266666666666667,3.9799999999999986,6.0,2.248666666666667,4.858666666666665,4.974,7.5053333333333345,2.6885714285714286,5.0,3.156,4.652666666666667,5.770666666666667,8.736,5.0,2021.0,0.0,0.0,0.0,0.0
2.076666666666666,3.0900000000000003,2.428333333333333,3.9838888888888895,3.896111111111111,3.756111111111112,5.769999999999998,8.5,1.656111111111111,3.926111111111111,2.7033333333333336,4.526111111111111,2.466666666666667,7.6000000000000005,12.572222222222223,3.979999999999999,6.0,2.0138888888888893,4.623888888888889,4.2844444444444445,6.499444444444445,2.5561111111111114,5.0,3.1661111111111113,4.762222222222223,4.687777777777778,7.410555555555555,6.0,2021.0,0.0,0.0,0.0,0.0
4.068888888888889,6.138888888888889,2.5483333333333333,4.113333333333333,4.144444444444444,4.004444444444444,5.769999999999998,8.5,2.3977777777777773,4.667777777777777,3.56,5.805000000000001,2.501666666666667,8.0,13.0,3.979999999999999,6.0,2.9427777777777777,5.552777777777778,3.98,5.887777777777779,2.5438888888888886,5.0,2.5683333333333334,4.025555555555556,4.123888888888889,6.569444444444445,7.0,2021.0,0.1111111111111111,0.0,0.044444444444444446,0.044444444444444446
3.4165000000000005,5.501500000000002,3.1695,3.7560000000000002,4.3935,4.253500000000001,5.769999999999998,8.5,2.761,5.031000000000001,3.139,5.638499999999999,3.3914999999999997,7.15,10.5,3.9799999999999995,6.0,4.0525,6.6625,3.3200000000000003,5.9105,3.0547058823529416,5.0,3.0509999999999997,5.156499999999999,3.3975,6.231,8.0,2021.0,0.0,0.0,0.0,0.0
3.010909090909091,4.595454545454546,3.4045454545454548,4.298181818181818,4.192727272727273,4.052727272727274,5.774545454545453,8.504545454545454,4.980909090909091,7.250909090909091,3.5,6.08909090909091,4.025,7.0,10.0,3.9799999999999995,6.0,7.120909090909092,9.73090909090909,4.432727272727273,8.15090909090909,2.7636363636363637,5.094444444444445,3.7063636363636365,6.0627272727272725,4.585454545454545,8.521818181818183,9.0,2021.0,0.8947368421052632,1.368421052631579,1.0,1.1842105263157898
2.8266666666666667,4.38611111111111,3.1222222222222222,3.5444444444444447,3.2177777777777776,3.0777777777777775,5.769999999999998,8.5,2.2944444444444447,4.564444444444444,3.9316666666666666,6.290555555555556,3.197777777777778,7.175000000000001,11.260555555555555,3.979999999999999,6.0,4.6561111111111115,7.266111111111111,4.371666666666666,6.557222222222222,3.4238888888888885,5.051666666666667,3.651666666666666,5.396666666666667,4.524444444444445,7.127222222222222,10.0,2021.0,2.6842105263157894,1.0,1.9736842105263162,2.8000000000000003
2.421052631578947,3.2263157894736842,2.91,3.49,4.700526315789474,4.560526315789475,5.732631578947367,8.462631578947368,1.8410526315789473,4.111052631578947,3.0352631578947373,5.005263157894737,2.4929411764705884,8.091052631578949,12.186315789473683,3.9799999999999995,6.0,3.439473684210527,6.0494736842105254,3.3284210526315787,5.55,3.283157894736842,5.026666666666667,3.0357894736842104,4.697894736842105,3.573157894736842,5.626842105263158,11.0,2021.0,,,,
2.0958823529411763,2.8961111111111113,2.5177777777777783,3.841666666666667,5.433888888888888,5.245882352941177,5.404705882352938,8.127222222222223,1.3344444444444443,3.605294117647059,2.683333333333333,4.844999999999999,2.2127777777777777,8.076666666666666,12.830555555555556,3.979999999999999,6.0,2.3505555555555557,4.967647058823529,3.167777777777778,5.001666666666667,2.933333333333333,5.0,2.9711764705882353,4.511666666666667,3.0841176470588234,5.043333333333334,12.0,2021.0,,,,
